ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
215084_s_at	2.27e-02	9.10e-03	2.7804109	-3.66884	3.42e-01	LRRC42	leucine rich repeat containing 42
201509_at	2.27e-02	9.10e-03	2.7801841	-3.66936	3.31e-01	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
208042_at	2.27e-02	9.11e-03	-2.779973	-3.66984	-3.61e-01	AGGF1	angiogenic factor with G-patch and FHA domains 1
218335_x_at	2.27e-02	9.11e-03	-2.7796953	-3.67047	-5.27e-01	TNIP2	TNFAIP3 interacting protein 2
213603_s_at	2.27e-02	9.12e-03	-2.7792096	-3.67159	-8.11e-01	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
206750_at	2.27e-02	9.12e-03	-2.7790967	-3.67184	-2.45e-01	MAFK	MAF bZIP transcription factor K
205637_s_at	2.28e-02	9.14e-03	-2.778509	-3.67319	-3.42e-01	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
208505_s_at	2.28e-02	9.14e-03	-2.7784196	-3.67339	-6.93e-01	FUT2	fucosyltransferase 2
211444_at	2.28e-02	9.15e-03	2.7780692	-3.67419	5.45e-01		
209250_at	2.28e-02	9.15e-03	2.7780536	-3.67423	5.15e-01	DEGS1	delta 4-desaturase, sphingolipid 1
216623_x_at	2.28e-02	9.17e-03	2.7769847	-3.67667	5.90e-01	TOX3	TOX high mobility group box family member 3
219606_at	2.28e-02	9.17e-03	2.7768689	-3.67694	3.37e-01	PHF20L1	PHD finger protein 20-like 1
203725_at	2.28e-02	9.18e-03	-2.7767725	-3.67716	-4.40e-01	GADD45A	growth arrest and DNA damage inducible alpha
220953_s_at	2.29e-02	9.18e-03	-2.776478	-3.67783	-8.44e-01	MTMR12	myotubularin related protein 12
207002_s_at	2.29e-02	9.20e-03	2.7759376	-3.67906	6.49e-01	PLAGL1	PLAG1 like zinc finger 1
206974_at	2.29e-02	9.21e-03	-2.7754432	-3.68019	-8.64e-01	CXCR6	C-X-C motif chemokine receptor 6
204929_s_at	2.29e-02	9.21e-03	2.7753483	-3.68041	5.72e-01	VAMP5	vesicle associated membrane protein 5
201264_at	2.29e-02	9.21e-03	-2.7752428	-3.68065	-8.63e-01	COPE	coatomer protein complex subunit epsilon
212861_at	2.30e-02	9.23e-03	-2.7744631	-3.68243	-5.37e-01	MFSD5	major facilitator superfamily domain containing 5
200769_s_at	2.30e-02	9.23e-03	-2.774377	-3.68263	-1.05	MAT2A	methionine adenosyltransferase 2A
212046_x_at	2.30e-02	9.24e-03	-2.7739911	-3.68351	-4.34e-01	MAPK3	mitogen-activated protein kinase 3
218411_s_at	2.30e-02	9.24e-03	2.773816	-3.68391	7.85e-01	MBIP	MAP3K12 binding inhibitory protein 1
201166_s_at	2.30e-02	9.26e-03	2.7730701	-3.68561	2.78e-01	PUM1	pumilio RNA binding family member 1
205059_s_at	2.30e-02	9.27e-03	2.7727906	-3.68625	1.24	IDUA	iduronidase, alpha-L-
213092_x_at	2.31e-02	9.28e-03	-2.7723601	-3.68723	-5.58e-01	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
221900_at	2.31e-02	9.30e-03	2.7712942	-3.68967	7.82e-01	COL8A2	collagen type VIII alpha 2 chain
213439_x_at	2.31e-02	9.30e-03	-2.7712366	-3.6898	-6.19e-01	RUNDC3A	RUN domain containing 3A
213948_x_at	2.31e-02	9.31e-03	2.771078	-3.69016	6.97e-01	CADM3	cell adhesion molecule 3
202369_s_at	2.31e-02	9.31e-03	2.7708307	-3.69073	8.73e-01	TRAM2	translocation associated membrane protein 2
201419_at	2.31e-02	9.31e-03	2.7707697	-3.69086	5.90e-01	BAP1	BRCA1 associated protein 1
207530_s_at	2.32e-02	9.33e-03	-2.7700933	-3.69241	-3.30e-01	CDKN2B	cyclin dependent kinase inhibitor 2B
213528_at	2.32e-02	9.34e-03	2.7697322	-3.69323	7.94e-01	METTL18	methyltransferase like 18
214368_at	2.32e-02	9.34e-03	-2.7695075	-3.69374	-2.98e-01	RASGRP2	RAS guanyl releasing protein 2
635_s_at	2.32e-02	9.35e-03	-2.7690356	-3.69482	-5.52e-01	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
210434_x_at	2.32e-02	9.37e-03	2.7684156	-3.69624	2.18e-01	JTB	jumping translocation breakpoint
200059_s_at	2.32e-02	9.37e-03	-2.7683658	-3.69635	-2.36e-01	RHOA	ras homolog family member A
216782_at	2.33e-02	9.38e-03	-2.767993	-3.6972	-9.32e-01		
214470_at	2.33e-02	9.38e-03	-2.7678122	-3.69761	-1.52	KLRB1	killer cell lectin like receptor B1
202749_at	2.33e-02	9.39e-03	2.7672794	-3.69883	5.11e-01	WRB	tryptophan rich basic protein
212488_at	2.33e-02	9.39e-03	2.767257	-3.69888	8.00e-01	COL5A1	collagen type V alpha 1 chain
207657_x_at	2.33e-02	9.41e-03	-2.766657	-3.70025	-6.03e-01	TNPO1	transportin 1
222085_at	2.33e-02	9.41e-03	2.7663646	-3.70091	2.79e-01	FAM174B	family with sequence similarity 174 member B
212035_s_at	2.33e-02	9.42e-03	-2.7663426	-3.70096	-6.82e-01	EXOC7	exocyst complex component 7
209505_at	2.33e-02	9.42e-03	2.7663034	-3.70105	7.24e-01	NR2F1	nuclear receptor subfamily 2 group F member 1
211603_s_at	2.34e-02	9.43e-03	-2.7655462	-3.70278	-4.08e-01	ETV4	ETS variant 4
212688_at	2.34e-02	9.44e-03	2.7654868	-3.70291	3.98e-01	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
204239_s_at	2.34e-02	9.44e-03	2.7651482	-3.70369	7.75e-01	NNAT	neuronatin
36830_at	2.34e-02	9.44e-03	2.7650973	-3.7038	9.22e-01	MIPEP	mitochondrial intermediate peptidase
203197_s_at	2.34e-02	9.45e-03	2.7649921	-3.70404	3.60e-01	C1orf123	chromosome 1 open reading frame 123
212249_at	2.34e-02	9.45e-03	2.7646538	-3.70481	6.97e-01	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
206920_s_at	2.34e-02	9.46e-03	-2.7645198	-3.70512	-9.87e-01	GLE1	GLE1, RNA export mediator
208902_s_at	2.35e-02	9.49e-03	2.7631914	-3.70814	2.52e-01	RPS28	ribosomal protein S28
217370_x_at	2.35e-02	9.49e-03	-2.7630986	-3.70836	-9.63e-01	FUS	FUS RNA binding protein
210505_at	2.35e-02	9.51e-03	-2.7623763	-3.71	-7.58e-01	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
217787_s_at	2.36e-02	9.53e-03	-2.7615084	-3.71198	-7.29e-01	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
208613_s_at	2.36e-02	9.54e-03	-2.7608585	-3.71346	-5.46e-01	FLNB	filamin B
201721_s_at	2.36e-02	9.56e-03	-2.7602121	-3.71493	-7.74e-01	LAPTM5	lysosomal protein transmembrane 5
200976_s_at	2.36e-02	9.56e-03	2.760201	-3.71496	2.44e-01	TAX1BP1	Tax1 binding protein 1
221931_s_at	2.36e-02	9.56e-03	2.7600504	-3.7153	3.35e-01	SEH1L	SEH1 like nucleoporin
217809_at	2.37e-02	9.57e-03	-2.7595579	-3.71642	-2.28e-01	BZW2	basic leucine zipper and W2 domains 2
220728_at	2.37e-02	9.58e-03	2.7591599	-3.71733	8.53e-01		
211765_x_at	2.37e-02	9.58e-03	-2.7591552	-3.71734	-1.85e-01	PPIA	peptidylprolyl isomerase A
221548_s_at	2.37e-02	9.59e-03	2.7587839	-3.71818	3.76e-01	ILKAP	ILK associated serine/threonine phosphatase
213335_s_at	2.37e-02	9.60e-03	2.7583278	-3.71922	2.65e-01	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
211813_x_at	2.38e-02	9.65e-03	2.7562449	-3.72396	4.17e-01	DCN	decorin
217743_s_at	2.38e-02	9.65e-03	-2.7561664	-3.72414	-4.88e-01	TMEM30A	transmembrane protein 30A
201770_at	2.39e-02	9.66e-03	-2.7559408	-3.72465	-4.29e-01	SNRPA	small nuclear ribonucleoprotein polypeptide A
204078_at	2.39e-02	9.66e-03	2.7558038	-3.72496	6.66e-01	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)
212491_s_at	2.39e-02	9.68e-03	2.755221	-3.72629	3.54e-01	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
209064_x_at	2.39e-02	9.68e-03	2.7550205	-3.72674	6.87e-01	PAIP1	poly(A) binding protein interacting protein 1
201476_s_at	2.39e-02	9.70e-03	-2.7542367	-3.72853	-1.27	RRM1	ribonucleotide reductase catalytic subunit M1
222105_s_at	2.39e-02	9.70e-03	-2.7541445	-3.72874	-3.74e-01	NKIRAS2	NFKB inhibitor interacting Ras like 2
219820_at	2.39e-02	9.70e-03	2.7540069	-3.72905	5.93e-01	SLC6A16	solute carrier family 6 member 16
217955_at	2.39e-02	9.71e-03	2.7539588	-3.72916	3.03e-01	BCL2L13	BCL2 like 13
202011_at	2.39e-02	9.71e-03	-2.7538948	-3.7293	-2.76e-01	TJP1	tight junction protein 1
219413_at	2.39e-02	9.71e-03	2.7538699	-3.72936	2.38e-01	ACBD4	acyl-CoA binding domain containing 4
202578_s_at	2.40e-02	9.72e-03	-2.7535027	-3.7302	-8.13e-01	DDX19A	DEAD-box helicase 19A
213866_at	2.40e-02	9.73e-03	-2.7528272	-3.73173	-3.08e-01	SAMD14	sterile alpha motif domain containing 14
212802_s_at	2.40e-02	9.74e-03	2.7526833	-3.73206	3.03e-01	GAPVD1	GTPase activating protein and VPS9 domains 1
221811_at	2.40e-02	9.74e-03	2.7524699	-3.73254	6.45e-01	PGAP3	post-GPI attachment to proteins 3
205532_s_at	2.40e-02	9.75e-03	2.752084	-3.73342	3.05e-01	CDH6	cadherin 6
210184_at	2.40e-02	9.76e-03	-2.7518961	-3.73385	-9.54e-01	ITGAX	integrin subunit alpha X
221516_s_at	2.40e-02	9.76e-03	-2.7518413	-3.73397	-7.05e-01	MIEF1	mitochondrial elongation factor 1
201676_x_at	2.41e-02	9.78e-03	-2.7507335	-3.73649	-2.08e-01	PSMA1	proteasome subunit alpha 1
201705_at	2.41e-02	9.79e-03	-2.7505509	-3.7369	-2.80e-01	PSMD7	proteasome 26S subunit, non-ATPase 7
200043_at	2.41e-02	9.79e-03	-2.7503362	-3.73739	-2.55e-01	ERH	enhancer of rudimentary homolog (Drosophila)
214833_at	2.41e-02	9.79e-03	2.7503026	-3.73747	5.87e-01	TMEM63A	transmembrane protein 63A
219677_at	2.41e-02	9.80e-03	-2.7499782	-3.73821	-4.12e-01	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
219088_s_at	2.42e-02	9.82e-03	-2.7490589	-3.74029	-2.62e-01	ZNF576	zinc finger protein 576
219138_at	2.42e-02	9.84e-03	-2.7483186	-3.74198	-1.17	RPL14	ribosomal protein L14
216350_s_at	2.42e-02	9.85e-03	2.7479806	-3.74274	3.80e-01	ZNF10	zinc finger protein 10
213475_s_at	2.43e-02	9.85e-03	-2.7477659	-3.74323	-1.08	ITGAL	integrin subunit alpha L
219007_at	2.43e-02	9.86e-03	2.74771	-3.74336	6.98e-01	NUP43	nucleoporin 43
205890_s_at	2.43e-02	9.86e-03	-2.7475769	-3.74366	-1.63	UBD///GABBR1	ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1
209323_at	2.43e-02	9.86e-03	2.7473409	-3.7442	4.75e-01	THAP12	THAP domain containing 12
210667_s_at	2.43e-02	9.88e-03	2.7465204	-3.74606	1.01	C21orf33	chromosome 21 open reading frame 33
213920_at	2.44e-02	9.91e-03	2.745461	-3.74846	2.05	CUX2	cut like homeobox 2
209177_at	2.44e-02	9.92e-03	2.7451487	-3.74917	4.59e-01	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3
219995_s_at	2.44e-02	9.94e-03	-2.744214	-3.75129	-8.45e-01	ZNF750	zinc finger protein 750
201331_s_at	2.45e-02	9.95e-03	2.7437107	-3.75243	3.46e-01	STAT6	signal transducer and activator of transcription 6
221892_at	2.45e-02	9.96e-03	2.7434357	-3.75306	1.01	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
204578_at	2.45e-02	9.97e-03	2.7431376	-3.75373	4.73e-01	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1
221755_at	2.45e-02	9.97e-03	-2.7428045	-3.75449	-6.10e-01	EHBP1L1	EH domain binding protein 1 like 1
207614_s_at	2.45e-02	9.98e-03	-2.7426982	-3.75473	-3.67e-01	CUL1	cullin 1
212713_at	2.45e-02	9.98e-03	2.7424473	-3.7553	1.26	MFAP4	microfibrillar associated protein 4
205791_x_at	2.46e-02	1.00e-02	2.7419296	-3.75647	2.80e-01	ZNF230	zinc finger protein 230
214087_s_at	2.46e-02	1.00e-02	2.7415825	-3.75726	9.27e-01	MYBPC1	myosin binding protein C, slow type
219398_at	2.46e-02	1.00e-02	2.7412962	-3.75791	1.45	CIDEC	cell death inducing DFFA like effector c
219319_at	2.46e-02	1.00e-02	2.7410758	-3.75841	8.56e-01	HIF3A	hypoxia inducible factor 3 alpha subunit
206996_x_at	2.46e-02	1.00e-02	2.7406182	-3.75945	3.53e-01	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
219737_s_at	2.46e-02	1.00e-02	2.740414	-3.75991	3.10e-01	PCDH9	protocadherin 9
209048_s_at	2.46e-02	1.00e-02	2.7403643	-3.76002	5.02e-01	ZMYND8	zinc finger MYND-type containing 8
204666_s_at	2.46e-02	1.00e-02	-2.7400494	-3.76074	-8.54e-01	SIKE1	suppressor of IKBKE 1
218280_x_at	2.47e-02	1.01e-02	-2.7393779	-3.76226	-5.71e-01	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3
214375_at	2.47e-02	1.01e-02	2.7390441	-3.76302	7.88e-01	PPFIBP1	PPFIA binding protein 1
218571_s_at	2.47e-02	1.01e-02	2.7386099	-3.764	2.74e-01	CHMP4A///TM9SF1	charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
204667_at	2.48e-02	1.01e-02	2.7378768	-3.76566	2.93e-01	FOXA1	forkhead box A1
203200_s_at	2.48e-02	1.01e-02	-2.7377713	-3.7659	-3.93e-01	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
204118_at	2.48e-02	1.01e-02	-2.7371575	-3.76729	-1.40	CD48	CD48 molecule
215022_x_at	2.48e-02	1.01e-02	2.7371568	-3.76729	7.22e-01	ZNF33B	zinc finger protein 33B
217984_at	2.48e-02	1.01e-02	2.7370275	-3.76758	4.90e-01	RNASET2	ribonuclease T2
36829_at	2.48e-02	1.01e-02	2.7368034	-3.76809	1.18	MIR6883///PER1	microRNA 6883///period circadian clock 1
207382_at	2.48e-02	1.01e-02	-2.7364621	-3.76886	-9.32e-01	TP63	tumor protein p63
211417_x_at	2.48e-02	1.01e-02	2.7362768	-3.76928	9.18e-01	GGT2///GGTLC1///GGTLC2///GGT1	gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1
207826_s_at	2.48e-02	1.01e-02	2.7362333	-3.76938	4.39e-01	ID3	inhibitor of DNA binding 3, HLH protein
44040_at	2.48e-02	1.01e-02	2.736098	-3.76969	3.70e-01	LOC101927826///FBXO41	uncharacterized LOC101927826///F-box protein 41
212453_at	2.48e-02	1.01e-02	2.7360912	-3.7697	3.70e-01	KIF1BP	KIF1 binding protein
202028_s_at	2.49e-02	1.02e-02	-2.7347985	-3.77263	-6.60e-01	RPL38	ribosomal protein L38
208345_s_at	2.49e-02	1.02e-02	2.7345169	-3.77327	4.23e-01	POU3F1	POU class 3 homeobox 1
213247_at	2.49e-02	1.02e-02	2.7341492	-3.7741	8.89e-01	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
208875_s_at	2.49e-02	1.02e-02	-2.7340596	-3.7743	-6.81e-01	PAK2	p21 (RAC1) activated kinase 2
211666_x_at	2.50e-02	1.02e-02	2.7330505	-3.77659	3.85e-01	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
215908_at	2.50e-02	1.02e-02	-2.7329918	-3.77672	-5.29e-01		
212205_at	2.50e-02	1.02e-02	2.7324789	-3.77788	7.25e-01	H2AFV	H2A histone family member V
213885_at	2.51e-02	1.02e-02	2.7317746	-3.77948	3.64e-01	TRIM3	tripartite motif containing 3
203093_s_at	2.51e-02	1.02e-02	-2.7316935	-3.77966	-7.90e-01	TIMM44	translocase of inner mitochondrial membrane 44
200852_x_at	2.51e-02	1.03e-02	-2.731586	-3.7799	-1.23	GNB2	G protein subunit beta 2
205046_at	2.51e-02	1.03e-02	-2.7312896	-3.78057	-1.20	CENPE	centromere protein E
220395_at	2.51e-02	1.03e-02	-2.7311773	-3.78083	-4.12e-01	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4
213390_at	2.51e-02	1.03e-02	2.73022	-3.78299	3.22e-01	ZC3H4	zinc finger CCCH-type containing 4
211345_x_at	2.51e-02	1.03e-02	2.7302169	-3.783	1.85e-01	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
200656_s_at	2.52e-02	1.03e-02	-2.7296667	-3.78424	-9.30e-01	P4HB	prolyl 4-hydroxylase subunit beta
206284_x_at	2.53e-02	1.04e-02	-2.727646	-3.78881	-4.77e-01	CLTB	clathrin light chain B
211286_x_at	2.53e-02	1.04e-02	-2.7276285	-3.78885	-5.30e-01	CSF2RA	colony stimulating factor 2 receptor alpha subunit
202024_at	2.53e-02	1.04e-02	-2.727449	-3.78926	-1.21	ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
205156_s_at	2.53e-02	1.04e-02	2.7273179	-3.78955	4.49e-01	ASIC1	acid sensing ion channel subunit 1
208791_at	2.53e-02	1.04e-02	2.7270686	-3.79012	6.59e-01	CLU	clusterin
217554_at	2.53e-02	1.04e-02	2.7269006	-3.7905	8.13e-01		
217945_at	2.53e-02	1.04e-02	2.7266066	-3.79116	2.62e-01	BTBD1	BTB domain containing 1
216508_x_at	2.54e-02	1.04e-02	-2.7257841	-3.79302	-4.04e-01		
205978_at	2.54e-02	1.04e-02	2.7251483	-3.79446	3.78e-01	KL	klotho
208401_s_at	2.54e-02	1.04e-02	-2.7250201	-3.79475	-2.71e-01	GLP1R	glucagon like peptide 1 receptor
37986_at	2.54e-02	1.04e-02	2.7246161	-3.79566	5.03e-01	EPOR	erythropoietin receptor
218141_at	2.55e-02	1.04e-02	-2.72436	-3.79624	-4.85e-01	UBE2O	ubiquitin conjugating enzyme E2 O
206586_at	2.55e-02	1.04e-02	-2.7242782	-3.79642	-2.10e-01	CNR2	cannabinoid receptor 2
202894_at	2.55e-02	1.04e-02	2.7241632	-3.79668	5.11e-01	EPHB4	EPH receptor B4
217185_s_at	2.55e-02	1.04e-02	-2.7239215	-3.79723	-8.49e-01	ZNF259P1///ZPR1	zinc finger protein 259 pseudogene 1///ZPR1 zinc finger
217717_s_at	2.55e-02	1.04e-02	-2.7238988	-3.79728	-4.18e-01	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
218489_s_at	2.55e-02	1.04e-02	-2.723863	-3.79736	-5.79e-01	ALAD	aminolevulinate dehydratase
220308_at	2.55e-02	1.04e-02	-2.7237846	-3.79754	-2.83e-01	CFAP45	cilia and flagella associated protein 45
204414_at	2.55e-02	1.04e-02	2.7237732	-3.79756	5.88e-01	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
203791_at	2.55e-02	1.05e-02	2.7237297	-3.79766	4.91e-01	DMXL1	Dmx like 1
213162_at	2.55e-02	1.05e-02	-2.723469	-3.79825	-4.39e-01	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
215237_at	2.55e-02	1.05e-02	-2.7234193	-3.79836	-5.77e-01	DOCK9	dedicator of cytokinesis 9
203765_at	2.55e-02	1.05e-02	2.7233165	-3.79859	6.01e-01	GCA	grancalcin
211115_x_at	2.55e-02	1.05e-02	-2.7223324	-3.80082	-4.08e-01	GEMIN2	gem nuclear organelle associated protein 2
217682_at	2.56e-02	1.05e-02	-2.721752	-3.80213	-7.06e-01		
203353_s_at	2.56e-02	1.05e-02	-2.7216692	-3.80231	-3.26e-01	MBD1	methyl-CpG binding domain protein 1
210047_at	2.56e-02	1.05e-02	2.7215633	-3.80255	3.00e-01	SLC11A2	solute carrier family 11 member 2
218029_at	2.57e-02	1.05e-02	2.7203066	-3.80539	3.10e-01	FAM65A	family with sequence similarity 65 member A
208803_s_at	2.57e-02	1.06e-02	-2.7193299	-3.80759	-2.75e-01	SRP72	signal recognition particle 72
218236_s_at	2.57e-02	1.06e-02	2.7191812	-3.80793	5.81e-01	PRKD3	protein kinase D3
201338_x_at	2.57e-02	1.06e-02	2.7189591	-3.80843	3.38e-01	GTF3A	general transcription factor IIIA
213591_at	2.57e-02	1.06e-02	2.7187161	-3.80898	6.58e-01	ALDH7A1	aldehyde dehydrogenase 7 family member A1
211893_x_at	2.57e-02	1.06e-02	-2.7185514	-3.80935	-3.04e-01	CD6	CD6 molecule
213846_at	2.58e-02	1.06e-02	2.7184146	-3.80966	4.06e-01	COX7C	cytochrome c oxidase subunit 7C
215907_at	2.58e-02	1.06e-02	2.718091	-3.81039	3.29e-01		
212008_at	2.58e-02	1.06e-02	-2.7180507	-3.81048	-6.31e-01	UBXN4	UBX domain protein 4
202119_s_at	2.58e-02	1.06e-02	2.7179129	-3.81079	3.53e-01	CPNE3	copine 3
202864_s_at	2.58e-02	1.06e-02	-2.7173318	-3.8121	-4.78e-01	SP100	SP100 nuclear antigen
201488_x_at	2.58e-02	1.06e-02	-2.7173297	-3.8121	-4.41e-01	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
210340_s_at	2.58e-02	1.06e-02	-2.7170092	-3.81283	-4.13e-01	CSF2RA	colony stimulating factor 2 receptor alpha subunit
222192_s_at	2.58e-02	1.06e-02	2.7169223	-3.81302	6.86e-01	LDAH	lipid droplet associated hydrolase
204807_at	2.58e-02	1.06e-02	2.7168406	-3.81321	6.03e-01	TMEM5	transmembrane protein 5
202465_at	2.58e-02	1.06e-02	2.7167349	-3.81345	9.46e-01	PCOLCE	procollagen C-endopeptidase enhancer
218416_s_at	2.59e-02	1.06e-02	2.7161945	-3.81466	5.49e-01	SLC48A1	solute carrier family 48 member 1
202488_s_at	2.59e-02	1.07e-02	2.7156431	-3.81591	4.31e-01	FXYD3	FXYD domain containing ion transport regulator 3
210716_s_at	2.59e-02	1.07e-02	-2.7147134	-3.818	-9.43e-01	CLIP1	CAP-Gly domain containing linker protein 1
209347_s_at	2.60e-02	1.07e-02	-2.7139255	-3.81978	-1.40	MAF	MAF bZIP transcription factor
209966_x_at	2.60e-02	1.07e-02	2.7135843	-3.82055	5.12e-01	ESRRG	estrogen related receptor gamma
208706_s_at	2.60e-02	1.07e-02	-2.7132516	-3.8213	-2.88e-01	EIF5	eukaryotic translation initiation factor 5
204865_at	2.60e-02	1.07e-02	2.7127779	-3.82236	4.84e-01	CA3	carbonic anhydrase 3
202535_at	2.61e-02	1.07e-02	-2.7125441	-3.82289	-3.98e-01	FADD	Fas associated via death domain
213989_x_at	2.61e-02	1.07e-02	-2.7124209	-3.82317	-4.53e-01	SETD4	SET domain containing 4
212645_x_at	2.61e-02	1.08e-02	2.7116984	-3.8248	2.56e-01	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
203120_at	2.61e-02	1.08e-02	2.7113099	-3.82567	4.61e-01	TP53BP2	tumor protein p53 binding protein 2
215481_s_at	2.61e-02	1.08e-02	-2.710981	-3.82641	-3.47e-01	PEX5	peroxisomal biogenesis factor 5
205873_at	2.62e-02	1.08e-02	-2.7105349	-3.82742	-5.73e-01	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
210527_x_at	2.62e-02	1.08e-02	-2.7101175	-3.82836	-2.32e-01	TUBA3D///TUBA3C	tubulin alpha 3d///tubulin alpha 3c
209561_at	2.62e-02	1.08e-02	2.7100176	-3.82858	8.27e-01	THBS3	thrombospondin 3
205010_at	2.63e-02	1.08e-02	-2.7085547	-3.83187	-6.94e-01	GNL3L	G protein nucleolar 3 like
201288_at	2.63e-02	1.08e-02	-2.7083461	-3.83234	-3.16e-01	ARHGDIB	Rho GDP dissociation inhibitor beta
215268_at	2.63e-02	1.09e-02	2.7083062	-3.83243	1.01	KIAA0754	KIAA0754
200689_x_at	2.63e-02	1.09e-02	2.7082112	-3.83265	2.09e-01	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
564_at	2.63e-02	1.09e-02	2.7081939	-3.83269	6.42e-01	GNA11	G protein subunit alpha 11
219357_at	2.63e-02	1.09e-02	2.7074528	-3.83435	5.60e-01	GTPBP1	GTP binding protein 1
44669_at	2.63e-02	1.09e-02	2.7074346	-3.83439	5.02e-01	SDHAF1	succinate dehydrogenase complex assembly factor 1
211970_x_at	2.63e-02	1.09e-02	-2.7072926	-3.83471	-1.89e-01	ACTG1///ACTB	actin gamma 1///actin beta
212054_x_at	2.64e-02	1.09e-02	2.7059061	-3.83783	3.86e-01	TBC1D9B	TBC1 domain family member 9B
204617_s_at	2.64e-02	1.09e-02	2.7057851	-3.83811	5.07e-01	ACD	adrenocortical dysplasia homolog
214229_at	2.64e-02	1.09e-02	2.7057525	-3.83818	8.89e-01	DNAH17	dynein axonemal heavy chain 17
222241_at	2.65e-02	1.09e-02	-2.7051407	-3.83956	-2.74e-01	MVB12B	multivesicular body subunit 12B
204270_at	2.65e-02	1.09e-02	2.7047239	-3.84049	4.50e-01	SKI	SKI proto-oncogene
33760_at	2.65e-02	1.10e-02	2.7042509	-3.84156	5.80e-01	PEX14	peroxisomal biogenesis factor 14
211927_x_at	2.65e-02	1.10e-02	2.7042073	-3.84165	1.79e-01	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
219947_at	2.65e-02	1.10e-02	2.7038011	-3.84257	5.70e-01	CLEC4A	C-type lectin domain family 4 member A
201634_s_at	2.66e-02	1.10e-02	2.7030164	-3.84433	6.92e-01	CYB5B	cytochrome b5 type B
204770_at	2.66e-02	1.10e-02	-2.7029986	-3.84437	-6.39e-01	TAP2	transporter 2, ATP binding cassette subfamily B member
206337_at	2.66e-02	1.10e-02	-2.7028379	-3.84473	-1.23	CCR7	C-C motif chemokine receptor 7
213915_at	2.66e-02	1.10e-02	-2.7025138	-3.84546	-8.42e-01	NKG7	natural killer cell granule protein 7
213387_at	2.66e-02	1.10e-02	2.7024346	-3.84564	4.97e-01	ATAD2B	ATPase family, AAA domain containing 2B
218645_at	2.66e-02	1.10e-02	2.701784	-3.8471	7.58e-01	ZNF277	zinc finger protein 277
217819_at	2.67e-02	1.11e-02	2.7004885	-3.85001	2.95e-01	GOLGA7	golgin A7
212950_at	2.67e-02	1.11e-02	2.700321	-3.85039	9.87e-01	ADGRF5	adhesion G protein-coupled receptor F5
205185_at	2.67e-02	1.11e-02	-2.7002461	-3.85056	-5.31e-01	SPINK5	serine peptidase inhibitor, Kazal type 5
209799_at	2.67e-02	1.11e-02	-2.700061	-3.85097	-6.69e-01	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
213160_at	2.68e-02	1.11e-02	-2.6994495	-3.85235	-1.13	DOCK2	dedicator of cytokinesis 2
217097_s_at	2.68e-02	1.11e-02	-2.6985441	-3.85438	-4.79e-01	PHTF2	putative homeodomain transcription factor 2
218344_s_at	2.68e-02	1.11e-02	2.6984504	-3.85459	7.33e-01	RCOR3	REST corepressor 3
